document_id,title,rapporteurs,shadow_rapporteurs,summary_link
2021/0039(COD),Recognition of professional qualifications in inland navigation: transitional measures for the recognition of third countries certificates,AMERIKS Andris (S&D),"MARKEY Colm (EPP), NAGTEGAAL Caroline (Renew)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1651381
2021/0018(COD),Drivers of certain road vehicles for the carriage of goods or passengers: initial qualification and periodic training. Codification,DZHAMBAZKI Angel (ECR),,https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1648952
2020/0035(COD),European Year of Rail (2021),DEPARNAY-GRUNENBERG Anna (Greens/EFA),"THALER Barbara (EPP), ERTUG Ismail (S&D), RIQUET Dominique (Renew), PORĘBA Tomasz Piotr (ECR)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1611012
2019/0179(COD),Ensuring basic road freight and air connectivity: periods of application,DELLI Karima (Greens/EFA),"LUTGEN Benoît (EPP), DALY Clare (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1589981
2019/0108(COD),International road passenger transport services by coach and bus in border regions: cabotage operations between Italy and Switzerland,FERBER Markus (EPP),"DANIELSSON Johan (S&D), BAUZÁ DÍAZ José Ramón (Renew), DELLI Karima (Greens/EFA), FIDANZA Carlo (ECR), KOUNTOURA Elena (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1583144
2019/0107(COD),International road passenger transport services by coach and bus in border regions: cabotage operations  between Germany and Switzerland,FERBER Markus (EPP),"DANIELSSON Johan (S&D), BAUZÁ DÍAZ José Ramón (Renew), DELLI Karima (Greens/EFA), ZĪLE Roberts (ECR), KOUNTOURA Elena (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1583141
2018/0228(COD),Connecting Europe facility 2021–2027,"MARINESCU Marian-Jean (EPP), VIRKKUNEN Henna (EPP), RIQUET Dominique (Renew)","GARCÍA MUÑOZ Isabel (S&D), KUMPULA-NATRI Miapetra (S&D), PETERSEN Morten (Renew), TOUSSAINT Marie (Greens/EFA), CUFFE Ciarán (Greens/EFA), ZĪLE Roberts (ECR), KLOC Izabela-Helena (ECR), BORCHIA Paolo (ID), PEREIRA Sandra (GUE/NGL), KOUNTOURA Elena (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1538312
2018/0199(COD),Specific provisions for European territorial cooperation goal (Interreg) supported by European Regional Development Fund (ERDF) and external financing instruments 2021–2027,ARIMONT Pascal (EPP),"MARQUES Pedro (S&D), BIJOUX Stéphane (Renew), ROPĖ Bronis (Greens/EFA), KRUK Elżbieta (ECR), CONTE Rosanna (ID), KIZILYÜREK Niyazi (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1536127
2018/0148(COD),Labelling of tyres: fuel efficiency and other essential parameters,VIRKKUNEN Henna (EPP),"KUMPULA-NATRI Miapetra (S&D), RIQUET Dominique (Renew), PAULUS Jutta (Greens/EFA), TOBISZOWSKI Grzegorz (ECR), MATIAS Marisa (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1534327
2018/0140(COD),Electronic freight transport information,DELI Andor (PPE),"DANIELSSON Johan (S&D), BILBAO BARANDICA Izaskun (Renew), METZ Tilly (Greens/EFA), ZŁOTOWSKI Kosma (ECR), KOUNTOURA Elena (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1534335
2018/0138(COD),Trans-European transport network: streamlining measures for advancing the realisation,RIQUET Dominique (ALDE),"BERENDSEN Tom (EPP), GARCÍA MUÑOZ Isabel (S&D), DALUNDE Jakop G. (Greens/EFA), ZŁOTOWSKI Kosma (ECR), BORCHIA Paolo (ID), KOUNTOURA Elena (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1534342
2017/0237(COD),Rail passengers’ rights and obligations. Recast,LIBERADZKI Bogusław (S&D),"HORTEFEUX Brice (EPP), BAUZÁ DÍAZ José Ramón (Renew), DEPARNAY-GRUNENBERG Anna (Greens/EFA), PORĘBA Tomasz Piotr (ECR), HAIDER Roman (ID), FERREIRA João (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1504855
2017/0123(COD),Pursuing the occupation of road transport operator and access to the international road haulage market,ERTUG Ismail (S&D),"ŁUKACIJEWSKA Elżbieta Katarzyna (EPP), GADE Søren (Renew), DELLI Karima (Greens/EFA), ZŁOTOWSKI Kosma (ECR), KONEČNÁ Kateřina (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1491955
2017/0122(COD),"Minimum requirements on maximum daily and weekly driving times, minimum breaks and daily and weekly rest periods; positioning by means of tachographs",VIRKKUNEN Henna (EPP),"TAX Vera (S&D), NAGTEGAAL Caroline (Renew), CUFFE Ciarán (Greens/EFA), ZĪLE Roberts (ECR), HAIDER Roman (ID), KONEČNÁ Kateřina (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1491939
2017/0121(COD),Posting drivers in the road transport sector,KONEČNÁ Kateřina (GUE/NGL),"DELI Andor (EPP), VITANOV Petar (S&D), BILBAO BARANDICA Izaskun (Renew), DELLI Karima (Greens/EFA), ZŁOTOWSKI Kosma (ECR), BORCHIA Paolo (ID)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1491962
2017/0114(COD),Charging of heavy goods vehicles for the use of certain infrastructures,FERRANDINO Giuseppe (S&D),"THALER Barbara (EPP), RIQUET Dominique (Renew), DEPARNAY-GRUNENBERG Anna (Greens/EFA), PORĘBA Tomasz Piotr (ECR), HAIDER Roman (ID)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1491977
2017/0113(COD),Use of vehicles hired without drivers for the carriage of goods by road,MONTEIRO DE AGUIAR Cláudia (PPE),"AMERIKS Andris (S&D), BILBAO BARANDICA Izaskun (Renew), CUFFE Ciarán (Greens/EFA), ZŁOTOWSKI Kosma (ECR), HAIDER Roman (ID)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1491998
2023/0152(BUD),Mobilisation of the European Globalisation Adjustment Fund: redundancies in warehousing and support activities for transportation in Belgium,STAVROU Eleni (EPP),"KÖRNER Moritz (Renew), VANA Monika (Greens/EFA), RZOŃCA Bogdan (ECR), KUHS Joachim (ID)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1746567
