node,display_name,country,citations,first_publication,community
A5007066697,Kamila Janmohamed,US,15,2022,6
A5012172886,Nathan Walter,US,47,2020,6
A5014047432,Natalie Sangngam,US,15,2022,6
A5034989344,Sam Hampsher,US,15,2022,6
A5078160161,Kate Nyhan,US,15,2022,6
A5080320641,Navin Kumar,IN,15,2022,6
A5021905307,Axel Peytavin,NL,15,2022,100
A5027206383,Doug Klink,NL,15,2022,100
A5050157218,Laurent Lebreton,NL,15,2022,100
A5025082463,Pingan He,CN,383,2008,97
A5072432177,Dan Li,CN,33,2012,97
A5100389406,Yuhua Yao,CN,196,2012,97
A5100430706,Yanping Zhang,CN,75,2010,97
A5035211563,Jan Paul Medema,NL,44,2013,97
A5043831964,Louis Vermeulen,NL,33,2013,97
A5061373499,Felipe de Sousa e Melo,US,33,2013,97
A5083151857,Florian Markowetz,GB,33,2013,97
A5024582585,Harsh Dani,US,555,2016,27
A5101810223,Jennifer Ma,AU,28,2018,6
A5011048500,Suhang Wang,US,2313,2015,27
A5040639891,Jiliang Tang,US,3724,2012,27
A5008858069,Laura T. Haderxhanaj,US,26,2020,101
A5048462233,Ian H. Spicknall,US,26,2020,101
A5074705403,Sagar Kumar,US,38,2020,101
A5026925377,Edward Moskal,US,25,2019,6
A5069576325,Anusha Sirigiri,IN,25,2019,6
A5038211988,Jiawei Zhou,US,13,2022,6
A5051429372,Catherine R. Deeter,US,13,2022,6
A5072157516,Irene Michelle Lopez Carron,ES,13,2022,6
A5058098939,Prathamesh Kulkarni,US,21,2020,6
A5016408867,Anjali Devakumar,US,17,2021,6
A5079272514,Bahador Saket,US,141,2014,6
A5090248844,Jay Modh,US,17,2021,6
A5019142982,Whitney Muscat,US,29,2019,6
A5025758023,Michael Sobolev,US,245,2018,6
A5052052855,Sabrina Yum-Chan,US,17,2021,6
A5061686151,Inna Wanyin Lin,US,281,2021,6
A5072967500,Katrin Hänsel,US,43,2016,6
A5045949932,Ravi Kant Gupta,Unknown,12,2022,101
A5056180670,Ganesh Dubey,IN,12,2022,101
A5103377079,Mukesh Kumar,IN,12,2022,101
A5026799813,Ross Maciejewski,US,440,2015,26
A5067974546,Xiuli Chao,US,21,2014,7
A5030248499,Nanyun Peng,US,1382,2012,27
A5021398721,Harini A. Chakkera,US,19,2020,7
A5054864437,Alireza Boloori,US,19,2020,7
A5066496796,Curtiss B. Cook,US,30,2020,7
A5008352827,Denise M. Werchan,US,192,2012,98
A5030475104,Rebecca L. Gómez,US,295,2003,98
A5008547559,Christopher M. Jones,US,30,2021,6
A5020968972,Akadia Kacha-Ochana,US,16,2021,6
A5025530148,Steven A. Sumner,US,42,2021,6
A5058923124,LeShaundra Cordier,Unknown,16,2021,6
A5063852715,Kelly Holton,US,16,2021,6
A5083697275,Royal Law,US,16,2021,6
A5110828386,Lyna Shieber,Unknown,16,2021,6
A5035698575,Alexandra Taylor Koehler,US,11,2022,24
A5069125392,Estefania Sanchez,US,11,2022,24
A5108972921,Ryan Doherty,US,11,2022,24
A5112876603,Xavier V. Caddle,US,11,2022,24
A5008880747,Rodrigo Dorantes-Gilardi,MX,34,2018,102
A5033058854,Laurent Vuillon,FR,20,2018,102
A5042128771,Lorenza Pacini,FR,20,2018,102
A5042605870,Claire Lesieur,FR,20,2018,102
A5067374720,Laëtitia Bourgeat,FR,20,2018,102
A5000196334,Xin Fu,CN,14,2021,92
A5003379938,Hao Jia,CN,14,2021,92
A5005442951,Shanglin Yang,CN,14,2021,92
A5020431602,Gaolu Zhang,CN,14,2021,92
A5025931500,Lin Yang,CN,82,2017,92
A5033873033,Ting Zhou,CN,14,2021,92
A5069582226,Jincheng Dai,CN,14,2021,92
A5088819609,Lei Zhang,CN,14,2021,92
A5016726874,Seong‐Hae Jeong,KR,18,2013,98
A5042571833,Ae Young Lee,KR,18,2013,98
A5055306688,Hyun‐Jin Jo,KR,18,2013,98
A5057962627,Jong Wook Shin,KR,18,2013,98
A5077809848,In Chul Baek,KR,18,2013,98
A5101617714,Jae-Moon Kim,KR,18,2013,98
A5065990625,Thamme Gowda,US,15,2019,27
A5011229960,Hiram Hernández-Ramos,MX,14,2020,102
A5057082591,Jesús Espinal‐Enríquez,MX,14,2020,102
A5071817083,Diana García-Cortés,MX,14,2020,102
A5018384415,Asta Roseway,US,1149,2012,6
A5043306376,I. Gentle,AU,15,2015,27
A5078818181,Kuang‐Hsu Wu,AU,15,2015,27
A5110380437,Xue Leng,CN,15,2015,27
A5007661234,Sam Jackson,US,53,2018,6
A5026153937,Olga Boichak,AU,53,2018,6
A5035547239,Sikana Tanupabrungsun,GB,143,2017,6
A5058044503,Jeff Hemsley,US,275,2011,6
A5052080132,Tahirah Ahmad,US,12,2021,6
A5073947433,Corinne David‐Ferdon,US,12,2021,6
A5070589969,Susan A. Murphy,US,5449,2004,6
A5048489384,James Caverlee,US,450,2009,26
A5060405045,Parisa Kaghazgaran,US,30,2019,26
A5079395846,Majid Alfifi,US,30,2019,26
A5103182258,Ian Stewart,NZ,36,2017,6
A5031236554,Claudio Castellano,IT,4890,1998,14
A5053938061,Santo Fortunato,US,6811,2004,14
A5070657345,Vittorio Loreto,IT,7167,1995,14
A5056106335,Michael L. Kalish,US,3582,1997,4
A5102903629,Christopher G. Lucas,GB,3018,2008,0
A5080087902,Charles Kemp,AU,6981,2001,0
A5039638848,Wendy A. de Heer,US,1663,2016,0
A5042978135,Frédéric E. Theunissen,US,2573,2001,0
A5056348548,Jack L. Gallant,US,4275,2001,0
A5077310477,Alexander G. Huth,US,3589,2010,0
A5051768325,Mark Steyvers,US,4882,1996,0
A5036780061,Falk Lieder,US,3447,2012,0
A5083771180,Matthew Botvinick,GB,26044,1999,0
A5091709254,Wouter Kool,US,3485,2010,0
A5006381131,Stephen M. Kissler,US,1455,2018,18
A5015588148,Yonatan H. Grad,US,1107,2020,18
A5039428882,Kate M. Bubar,US,797,2020,18
A5054744757,Sarah Cobey,US,968,2011,18
A5057338010,Kyle Reinholt,US,765,2021,18
A5008969687,Nathalie Del Vecchio,FR,584,2007,88
A5031952531,Matthieu Latapy,FR,1047,2001,88
A5032061401,Clémence Magnien,FR,891,2006,88
A5073170587,Takeshi Yamada,JP,720,2006,0
A5105268757,Naonori Ueda,JP,769,1992,0
A5007418876,Nick Chater,GB,12729,1990,0
A5112799299,Amy Perfors,AU,2470,2004,0
A5027903946,Samuel Arbesman,US,1837,2009,5
A5112093875,Edward Vul,US,1530,2009,0
A5034461489,Mark Johnson,AU,5712,2005,0
A5075564798,Sharon Goldwater,GB,1429,2005,0
A5033574079,Piotr Sapieżyński,US,1541,2014,9
A5074995400,Arkadiusz Stopczynski,US,1359,2011,9
A5075585743,Andrea Cuttone,DK,404,2013,9
A5089509071,Jakob Eg Larsen,DK,669,2011,9
A5103176878,Mette Madsen,DK,389,2014,9
A5074565549,Simon Kirby,GB,4159,2001,0
A5084759791,Mike Dowman,GB,446,2007,0
A5013009893,Shaun O’Grady,US,290,2017,0
A5020676714,Rosie Aboody,US,290,2017,0
A5025117351,Ronald E. Dahl,US,1718,2005,0
A5062253481,Alison Gopnik,US,6336,2000,0
A5067003773,Adrienne Wente,US,290,2017,0
A5074597914,Sophie Bridgers,US,767,2012,0
A5088027475,Hoki Fung,SG,290,2017,0
A5052048365,Fei Xu,US,3380,2000,0
A5015419380,Patrick Shafto,US,1925,2001,0
A5027855219,Raj Kumar Pan,FI,1141,2011,10
A5065692438,Kimmo Kaski,FI,7339,1999,10
A5021209136,Armando Rungi,IT,360,2014,10
A5027859155,Alexander M. Petersen,US,1784,2008,10
A5071390808,Orion Penner,GB,636,2010,10
A5002020728,Mikko Kivelä,FI,1919,2008,10
A5002092845,Andrea Lancichinetti,US,634,2010,10
A5016109670,Naomi H. Feldman,US,845,2007,0
A5112332257,James L. Morgan,US,556,2009,0
A5073180325,A. Ratkiewicz,US,3757,2010,14
A5020926211,Kenny Smith,US,3978,2003,0
A5025205227,Karthik Narasimhan,US,608,2020,0
A5025419994,Izhak Shafran,US,504,2022,0
A5034251656,Shunyu Yao,US,488,2022,0
A5080095155,Jeffrey Zhao,US,496,2021,0
A5100400922,Yuan Cao,CN,504,2022,0
A5113226487,Dian Yu,CA,625,2018,0
A5001647657,Richard K. Darst,FI,285,2014,10
A5022368086,Ginestra Bianconi,GB,1973,2004,10
A5083195897,Jacopo Iacovacci,IT,448,2014,10
A5064577132,Daphna Buchsbaum,US,927,2005,0
A5011803409,Gianluca Stringini,GB,208,2018,24
A5056600584,Michael Sirivianos,CY,1615,2017,24
A5064275485,Barry Bradlyn,US,321,2018,24
A5005219368,Aleksandra Korolova,US,1316,2014,9
A5021785804,Aaron Rieke,Unknown,557,2018,9
A5056913696,Miranda Bogen,US,498,2018,9
A5063099386,Muhammad Ali,CN,527,2018,9
A5069346030,Quentin J. M. Huys,GB,3817,2004,0
A5050099046,Clayton A. Davis,US,2068,2013,14
A5038274891,Fan Huang,US,129,2023,9
A5009722403,Michael L. Littman,US,3026,1996,0
A5080191195,David Abel,GB,374,2016,0
A5083289746,Carlos G. Correa,US,99,2022,0
A5083477814,Mark K. Ho,US,692,2015,0
A5006206163,Priyam Das,US,88,2021,0
A5009764942,Sayan Gul,US,88,2021,0
A5019568596,Frederick Callaway,US,267,2017,0
A5030706487,Bas van Opheusden,US,161,2021,0
A5086558424,Paul M. Krueger,US,302,2017,0
A5089014521,Charles C. Kemp,US,243,2018,6
A5019723604,Raja Marjieh,US,115,2023,0
A5021757437,Nori Jacoby,US,147,2016,0
A5045500067,Pol van Rijn,DE,27,2022,0
A5053200092,Ilia Sucholutsky,US,159,2021,0
A5008840028,Taichi Murayama,JP,39,2020,9
A5015855466,Kunihiro Miyazaki,US,12,2024,9
A5088621577,Takayuki Uchiba,JP,12,2024,9
A5041256271,Young-Ho Eom,KR,523,2006,10
A5020092544,Laura Schulz,US,5533,2001,0
A5053594805,Elizabeth Bonawitz,US,2240,2006,0
A5025964235,Adam N. Sanborn,GB,1376,2006,0
A5068340465,Vikash K. Mansinghka,US,587,2005,0
A5026930125,Florencia Reali,UY,478,2006,0
A5039593921,Alexandre Pouget,CH,2401,1998,12
A5048115353,Dennis Norris,GB,342,1985,79
A5010295611,Martin Pielot,ES,933,2013,3
A5013727792,Nuria Oliver,Unknown,5458,1998,3
A5105927123,Rodrigo Cardoso de Oliveira,BR,1109,2008,3
A5024562387,Lei Shi,CN,202,2008,0
A5103234894,Michael C. Frank,US,3735,2009,0
A5010626848,Joshua T. Abbott,AU,406,2012,0
A5081871525,Joseph L. Austerweil,US,820,2008,0
A5001208552,Alana Firl,US,153,2007,0
A5112230302,Hyunwoo Chun,KR,162,2011,9
A5026931667,David Dreyer Lassen,DK,537,2017,9
A5054105542,Amin Mazloumian,US,255,2011,10
A5089505843,Sergi Lozano,ES,559,2008,10
A5043686273,Radu Gatej,DK,154,2015,9
A5033256823,Tiphaine Viard,FR,128,2015,88
A5009019474,Soo-Yong Shin,KR,257,2013,9
A5015763173,Min‐Woo Jo,CN,128,2016,9
A5019875643,Dong‐Woo Seo,KR,257,2013,9
A5049470149,Jin Gwack,KR,128,2016,9
A5100737046,Sung‐Han Kim,KR,128,2016,9
A5001692924,Ana Lucia Abeliansky,AT,123,2016,30
A5005096721,Stephanie Denison,CA,1103,2006,0
A5014490044,Yang Xu,CN,585,2010,0
A5061070355,Emily Cibelli,US,128,2013,0
A5088590161,Terry Regier,US,2152,1996,0
A5032492856,Morgan Williams,AU,150,2012,8
A5034550396,Brennan Klein,US,161,2012,8
A5045709001,Cassandra J. Strawser,US,149,2012,8
A5048997213,Frank H. Durgin,US,388,2011,8
A5077965506,Ariana Spiegel,US,149,2012,8
A5086956585,Priscila López,ES,153,2010,30
A5006661033,Erin Grant,GB,315,2017,0
A5113968865,Michael B. Chang,US,522,2016,0
A5005431772,Chelsea Finn,US,11634,2015,0
A5026322200,Sergey Levine,US,21501,2014,0
A5029105520,Trevor Darrell,US,14277,1993,0
A5081505300,Jonathan Luu,US,148,2018,30
A5091554009,Billy Liu,US,148,2018,30
A5023882015,Pedro O. S. Vaz de Melo,BR,561,2011,9
A5110671642,Raquel O. Prates,BR,204,2012,9
A5013465081,Yian Yin,US,171,2019,10
A5100782346,Jichao Li,CN,97,2020,10
A5026362436,Tamar Kushnir,US,2350,2003,0
A5057061128,Christine Fawcett,SE,451,2008,0
A5065718884,Lori Markson,US,242,2010,0
A5077215501,Jane C. Hu,US,126,2013,0
A5063366956,Sebastián Valenzuela,CL,1005,2012,1
A5076283776,Daniel Halpern,CL,1036,2012,1
A5076658851,Javier Vásquez,CL,103,2016,1
A5085039329,Eduardo Arriagada,CL,90,2016,1
A5075987993,Azzurra Ruggeri,DE,947,2013,0
A5014283670,Soon-gyo Jung,QA,431,2018,9
A5044849571,Bernard J. Jansen,QA,2283,2014,9
A5083126896,Joni Salminen,FI,1411,2017,9
A5084677225,M. Admad,SO,86,2018,9
A5052776631,Valentin Kassarnig,AT,236,2017,9
A5058732791,Andreas Bjerre-Nielsen,DK,385,2017,9
A5087893605,Enys Mones,HU,260,2017,9
A5045288622,Danielle Navarro,AU,1610,2008,0
A5081038789,Kevin Robert Canini,US,317,2008,0
A5005997281,Anca D. Dragan,US,1161,2016,0
A5012971694,Rohin Shah,GB,124,2019,0
A5039815972,Micah Carroll,US,163,2019,0
A5049349154,Pieter Abbeel,US,20550,2002,0
A5064230639,Sanjit A. Seshia,US,457,2008,0
A5039966740,Ruairidh M. Battleday,US,94,2020,0
A5047380888,Joshua C. Peterson,US,321,2015,0
A5087341282,Rachel Jansen,US,69,2021,0
A5096878617,Julio Rieis,BR,57,2021,9
A5101058262,Pedro Vaz de Melo,BR,130,2014,9
A5112456364,Fabrício De Souza,BR,57,2021,9
A5069454833,Jordan W. Suchow,US,212,2017,0
A5103706325,James B. Evans,US,56,2022,0
A5028626457,Alexander Todorov,US,1194,2005,29
A5032708228,Stefan Uddenberg,US,158,2020,0
A5041689299,Robert D. Hawkins,US,701,1994,0
A5076654614,Michael Franke,DE,120,2012,0
A5054123046,Minkyu Shin,HK,42,2023,0
A5100380870,Jin Kim,US,42,2023,0
A5029249257,Nathaniel D. Daw,US,17143,2003,0
A5000577985,Shunyu Yao,Unknown,181,2018,0
A5047918106,Theodore R. Sumers,US,83,2022,0
A5003082850,R. Thomas McCoy,US,492,2018,8
A5091234676,Matthew Hardy,US,22,2023,8
A5102164378,Dan Friedman,US,57,2019,8
A5080394708,Simon Dennis,AU,295,1998,4
A5015196683,David M. Sobel,US,3003,1999,0
A5011767953,Nola Klemfuss,US,349,2010,56
A5013844832,Jing Xu,CN,772,2009,56
A5079012482,Richard B. Ivry,US,3475,1989,56
A5086289136,John E. Schlerf,US,749,2007,56
A5084989076,Emma Brunskill,US,1497,2009,12
A5017708876,Katherine Van Koevering,US,75,2018,64
A5045494255,Kate Starbird,US,3733,2010,64
A5059458646,Daniel Scarnecchia,US,75,2018,64
A5066261059,Katya Yefimova,US,75,2018,64
A5069855349,Tom Wilson,US,471,2018,64
A5088006907,Ahmer Arif,ID,688,2016,64
A5006404753,Arnab Chatterjee,IN,186,2013,10
A5045879414,Marija Mitrović,RS,418,2009,10
A5020328989,Baxter Eaves,US,215,2012,0
A5113012366,Wesley Zeng,GB,70,2019,17
A5042192372,Andreas Jungherr,DE,978,2011,3
A5090730667,Oliver Posegga,DE,540,2015,3
A5004656270,Caterina De Bacco,DE,168,2016,10
A5012055259,Preslav Nakov,AE,7274,2006,8
A5025885625,Ramy Baly,US,667,2017,8
A5028121952,Yoan Dinkov,FR,76,2019,8
A5054648637,Georgi Karadzhov,GB,852,2017,8
A5100693435,Ahmed Ali,EG,348,2014,8
A5112758056,James Glass,US,1508,2009,8
A5063752021,João M. Santos,PT,197,2018,9
A5100429506,Won-Jae Lee,KR,46,2021,9
A5057243118,P. M. Krafft,GB,513,2016,3
A5075956753,Erez Shmueli,IL,485,2014,3
A5017013518,Bill Thompson,US,238,2013,0
A5001928585,Takateru Yamakoshi,JP,26,2022,0
A5056266198,Samuel A. Nastase,US,1115,2019,0
A5065697534,Ariel Goldstein,IL,652,2019,0
A5067264638,Uri Hasson,US,3684,2014,0
A5070059815,Kenneth A. Norman,US,5484,1997,0
A5078519295,Sreejan Kumar,US,26,2022,0
A5063267934,Sourabh Niyogi,US,214,2003,0
A5031018451,Julia Othmer,CL,81,2009,30
A5072184476,Ian Miles,AU,112,2003,30
A5053621830,Richard M. Shiffrin,US,2436,1992,0
A5011455884,Brian Christian,US,111,2008,0
A5052181447,Cheon‐Gyu Cho,KR,70,2013,103
A5053784747,Kyung Park,KR,70,2013,103
A5064488684,Iseul Lim,KR,70,2013,103
A5089218042,Myung M. Sung,KR,70,2013,103
A5110172154,Sonali M. Salunkhe,KR,70,2013,103
A5111863814,Sung‐Hwan Han,KR,70,2013,103
A5112344937,Andrew Whalen,US,68,2012,0
A5072659290,Alexandra Paxton,US,93,2015,9
A5032668331,Xi‐Nian Zuo,CN,2436,2011,14
A5063256470,Jiang Qiu,CN,225,2015,14
A5070709214,Sol Lim,GB,54,2017,14
A5072352855,Ye He,CN,720,2015,14
A5100639046,Lei Zhang,CN,500,2003,14
A5100696610,Peng Xie,CN,76,2017,14
A5055770757,Michael R. Gillings,AU,51,2016,30
A5103149670,Darrell J. Kemp,AU,51,2016,30
A5102872779,Lene Nielsen,DK,176,2017,9
A5112865214,Soon‐gyo Jung,QA,848,2017,9
A5028928899,Sarah Vieweg,US,4154,2007,64
A5046133815,Sercan Şengün,US,127,2018,9
A5112466339,D. Fox Harrell,US,48,2018,9
A5014018142,Katherine Heller,US,243,2012,0
A5048204767,Ghassen Jerfel,US,65,2018,0
A5001401596,David Bourgin,US,95,2017,0
A5007305440,Stuart Russell,US,3640,1992,0
A5008857083,Christopher Churas,US,41,2020,14
A5025490527,Akshat Singhal,US,41,2020,14
A5038117263,Dexter Pratt,US,56,2013,14
A5060794117,Fan Zheng,CN,41,2020,14
A5077869603,Song Cao,CN,137,2014,14
A5089373684,Trey Ideker,US,208,2013,14
A5043926040,Philip S. Chodrow,US,32,2021,33
A5085510775,Mari Kawakatsu,US,45,2021,33
A5088002094,Nicole Eikmeier,US,61,2017,33
A5011148802,Ben Kravitz,US,31,2021,14
A5025683130,Filipi N. Silva,US,128,2013,14
A5090038371,Didier A. Vega‐Oliveros,BR,110,2017,14
A5083919055,Rachit Dubey,US,76,2019,0
A5102661017,Aditi Jha,US,13,2023,0
A5003883620,J.R. Horton,US,11,2023,20
A5018502975,Daniel L. Rock,US,145,1982,20
A5038255653,Erik Brynjolfsson,US,3107,1988,20
A5041414868,Alexandre Mas,US,289,2012,20
A5041747384,Christos Makridis,US,160,2020,20
A5054012719,Hong-Yi TuYe,US,870,2020,20
A5072363418,Adam Ozimek,US,870,2020,20
A5024829855,Ghyung‐Hwa Kim,KR,75,2006,104
A5039986043,Kimoon Kim,KR,75,2006,104
A5050176313,Hyungphil Chun,KR,75,2006,104
A5066123465,Heung‐Soo Lee,KR,75,2006,104
A5081689937,Hyunuk Kim,KR,75,2006,104
A5047387491,Yoonchan Choi,KR,65,2009,10
A5078821451,Elizabeth Seiver,US,267,2012,0
A5006752368,Mikkel Flyverbom,DK,130,2016,30
A5014269339,Anders Koed Madsen,KH,90,2016,30
A5021340448,Evelyn Ruppert,GB,119,2016,30
A5052196188,Aida Nematzadeh,DK,80,2017,0
A5085643937,Stephan C. Meylan,US,307,2013,0
A5009750886,Nicholas Hay,US,42,2014,0
A5034507822,Jessica B. Hamrick,GB,1131,2011,0
A5058696551,Dillon Plunkett,MX,77,2014,0
A5007272725,Giridhari Venkatadri,MX,155,2016,9
A5014050555,Elena Lucherini,US,193,2018,33
A5100727390,Abhishek Gupta,US,592,2015,0
A5000031081,Thomas Langlois,US,29,2021,0
A5100746424,Xu Fei,US,56,2011,0
A5014708680,Kevin A. Smith,US,611,2013,0
A5111936382,Ed Vul,US,131,2009,0
A5007038366,Ioanna Psylla,DK,35,2017,9
A5001351453,Owen X. Chen,US,31,2019,0
A5070509173,Smitha Milli,US,498,2017,0
A5112436157,Cristián Vásquez,CL,38,2010,30
A5026114344,Mike Oaksford,GB,6733,1990,0
A5009715973,Woodrow L. Shew,US,36,2011,33
A5041169962,Juan G. Restrepo,US,52,2011,33
A5082913931,Edward Ott,US,438,2006,14
A5016783162,Emily Sun,US,44,2012,8
A5100382274,Zhi Li,US,319,2011,8
A5021264622,Luke Maurits,DE,179,2009,0
A5007495056,Michelle LaMar,US,32,2014,0
A5026585886,Jordan Viard,FR,29,2015,88
A5026803966,Joel D. Hahn,US,215,2010,14
A5077038503,Larry W. Swanson,US,449,2010,14
A5090907675,Lucas G. S. Jeub,GB,191,2015,10
A5004489401,Kuan-Ta Chen,TW,28,2017,9
A5046305810,Sabina Tomkins,US,77,2016,27
A5047338645,Ben London,US,89,2013,27
A5054767879,Steven Isley,US,28,2018,27
A5009862994,Hanya M. Qureshi,US,21,2021,9
A5058570755,Hermish Mehta,US,20,2021,0
A5021339534,David Danks,US,1263,2002,0
A5046943453,Jean‐Loup Guillaume,FR,217,2005,88
A5001221594,Aaron Beppu,US,36,2009,0
A5060618768,Saiwing Yeung,US,26,2014,0
A5050710435,Jaime F. Fisac,US,236,2015,0
A5083232991,J. Karl Hedrick,US,84,2014,0
A5100353347,Chang Liu,CN,72,2016,0
A5103101043,S. Shankar Sastry,US,1527,1998,0
A5055506349,Wolf Vanpaemel,BE,332,2014,24
A5101676626,Eun Lee,US,182,2017,10
A5002925901,Predrag Klasnja,US,4933,2008,6
A5050868515,Peng Liao,CN,288,2015,6
A5007848139,Kristen K. Bjorkman,US,12,2022,18
A5014796446,Roy Parker,US,12,2022,18
A5047384824,Casey Middleton,US,12,2022,18
A5085025927,Elizabeth Baraff,Unknown,54,2004,0
A5011387239,Stevens Le Blond,MX,126,2005,88
A5015154801,John D. Bransford,US,51,1987,20
A5035396049,Leslie C. Morey,US,40,1987,20
A5113807310,Stephen A. Maisto,US,731,1987,30
A5110702582,Sidney Redner,US,7287,1993,10
A5088030879,Mridul Nagpal,IN,20,2019,9
A5077958415,Hind Almerekhi,QA,197,2018,9
A5001875114,Nicole Gerzon,MX,11,2022,9
A5068866693,Levi Kaplan,US,11,2022,9
A5076633756,James A. Evans,US,1623,2015,0
A5036699950,Sanatan Digal,IN,34,2004,14
A5061872090,Helmut Satz,DE,34,2004,14
A5028962895,Damien Magoni,FR,43,2006,88
A5087861219,Daniel R. Little,AU,315,2006,4
A5064698574,Michael Pacer,US,98,2012,0
A5100329931,Xi Chen,CN,917,2013,0
A5062155252,Andy Horng,US,19,2016,0
A5064308770,Dylan Daniels,US,19,2018,0
A5101696376,Arti Ramesh,US,234,2014,27
A5081824828,Tal Linzen,US,1500,2017,8
A5088217655,Paul Smolensky,IN,838,1987,8
A5112442974,Seungyeop Han,KR,17,2015,9
A5025891034,Hongtao Lv,CN,16,2015,44
A5047509839,Jianye Hao,CN,137,2014,44
A5058226478,Honglin Bao,US,16,2015,44
A5074681163,Chao Yu,CN,304,2012,44
A5080092678,Fenghui Ren,AU,245,2012,44
A5032666539,Soumen Ganguly,DE,14,2020,9
A5086101517,Hüsrev Taha Sencar,QA,13,2021,9
A5080391864,Ha Duong Phan,VN,30,2001,88
A5046434559,Jorge Katz,CL,29,2003,30
A5032550277,Kenneth A. Wallston,US,43,1987,30
A5089808665,Beth E. Meyerowitz,US,27,1987,30
A5002345064,Rachelle D. Rock,US,26,1984,20
A5006124573,Barbara K. Wise,US,26,1984,20
A5059042543,Kathy E. Green,US,26,1984,20
A5113579380,Dietrich Stauffer,DE,11282,1985,10
A5070091346,Jay B. Martin,US,332,2008,0
A5004077606,Chelsea Cutino,US,54,2016,1
A5014828411,Brittany Andersen,US,15,2018,1
A5037093270,Qiankun Zhong,US,15,2018,1
A5047607459,James E. Katz,US,3652,2000,1
A5060333280,Jacob Groshek,US,103,2007,1
A5010766332,Sonia Alonso Saenz De Oger,US,12,2021,9
A5041808447,Yelena Mejova,IT,1111,2009,24
A5067451854,Braulio Gómez Fortes,ES,12,2021,9
A5080804835,Annie Waldherr,AT,12,2021,30
A5010079117,Nadya Vasilyeva,US,94,2017,0
A5045466371,Kaley Curtis,US,11,2021,0
A5068455353,Casey Lewry,US,11,2021,0
A5028727904,Philippe Gauron,FR,21,2005,88
A5111427134,Pierre Fraigniaud,FR,71,2000,12
A5047970122,Matthew Purver,GB,154,2007,12
A5074514516,Virginia Savova,US,19,2008,0
A5112329027,Ethan Schreiber,US,16,2010,0
A5005554337,Matei Zaharia,US,6717,2008,12
A5006633829,Poong Oh,SG,77,2013,2
A5002059425,Noé Gaumont,CA,12,2016,88
A5019847029,David Darmon,US,53,2015,30
A5015254027,Giuseppe Mangioni,IT,265,2006,10
A5087894393,Daniel Faria Bernardes,FR,12,2012,88
A5106430229,Fabien Tarissan,FR,12,2012,88
A5086706224,Alan Yuille,US,1354,2006,0
A5037020807,Dane Taylor,US,217,2012,28
A5023663197,Patricia A. Nolen,US,16,1982,20
A5001726575,Daniel Spengler,BR,14,1984,20
A5026314576,Jo Ann Brockway,US,14,1984,20
A5058491003,June Bergman,CA,14,1984,20
A5111531404,Wilbert E. Fordyce,US,14,1984,20
A5051257652,Siddharth Suri,US,7624,2004,33
A5055422172,Mary L. Gray,US,1619,2015,33
A5071546444,Pang‐Ning Tan,US,1505,2000,2
A5100645812,Vipin Kumar,IN,2728,2000,2
A5046071383,Aleksandar Lazarević,BA,848,2003,2
A5049521806,Levent Ertöz,US,963,2003,2
A5065223885,Aysel Ozgur,US,848,2003,2
A5042731872,Attila Márton,IT,835,2010,81
A5079161259,Aleksi Aaltonen,US,1035,2010,81
A5088509282,Jannis Kallinikos,IT,1304,2009,81
A5003268415,David Crandall,US,1756,2008,14
A5081008532,Daniele Quercia,GB,4928,2005,24
A5018665643,Jon Kleinberg,US,1145,2010,12
A5018696141,Duncan J. Watts,NO,367,2010,33
A5101816126,Young Ae Kim,US,452,2007,2
A5036258938,Rossano Schifanella,IT,2049,2006,24
A5011734740,Tamas Jambor,GB,314,2012,24
A5053488778,Yuan Cao Zhang,GB,314,2012,24
A5087884109,Diarmuid Ó Séaghdha,GB,1518,2009,8
A5023892723,Licia Capra,GB,3315,2002,24
A5074995102,Giovanni Quattrone,IT,882,2004,24
A5078886343,Mirco Musolesi,IT,4295,2004,24
A5101489444,Davide Proserpio,US,946,2015,24
A5063565264,Syed Shoaib Ali,IN,218,2016,33
A5074528179,Gopal Kulkarni,IN,218,2016,33
A5109516884,Arindrajit Dubé,US,597,2007,12
A5057292858,Yoichiro Mori,US,83,2022,5
A5089055856,Alex McAvoy,US,878,2014,5
A5006028061,Daniel M. T. Fessler,US,615,2004,14
A5089752125,Matheus Schmitz,US,40,2023,14
A5101982686,Daniel Hickey,US,40,2023,14
A5082323876,Neal Lathia,GB,2425,2007,24
A5082393646,Francesco Calabrese,IT,689,2008,10
A5111586036,Giusy Di Lorenzo,IE,406,2009,10
A5100378605,Jing Wang,TH,615,2012,33
A5039176528,Jian Tang,CN,2810,2007,49
A5101963289,Haojun Wang,CN,200,2007,2
A5113610050,San‐Yih Hwang,TW,388,2007,2
A5061972189,Neil O’Hare,US,343,2014,24
A5064818681,Henriette Cramer,US,580,2014,20
A5046111391,Jonathan Ellis,US,174,2012,24
A5034372799,Renaud Lambiotte,GB,4940,2007,10
A5031581124,Jaya Kawale,US,161,2009,6
A5027171279,Nicu Sebe,IT,7910,2005,3
A5057136388,Roberto Larcher,IT,325,2013,3
A5000209112,Francesco Aletta,GB,146,2016,24
A5043117896,Jennifer Wortman Vaughan,US,2518,2001,33
A5101621594,Chien-Ju Ho,US,545,2012,33
A5007746083,Daniel G. Goldstein,US,9728,1996,4
