node,display_name,country,citations,first_publication,community
A5100356430,Lili Wang,CN,46,2021,55
A5002809454,Daniel A. McFarland,US,3918,2005,12
A5018964666,Lanu Kim,KR,70,2019,12
A5047489389,Daniel Scott Smith,US,58,2021,12
A5108312123,Mengying Cathy Fang,CN,16,2023,5
A5064475993,Giona Casiraghi,CH,25,2020,10
A5103493257,Giuseppe Russo,IT,14,2023,10
A5109576174,Jess Hartcher-O’Brien,US,178,2008,53
A5039496781,Darren Rhodes,GB,69,2016,56
A5021031522,Sanjana Sharma,IN,25,2022,5
A5045866597,Elena L. Glassman,US,170,2015,5
A5046676187,David G Rand,RU,41,2022,5
A5060255701,N. Foppiani,US,25,2022,5
A5069982277,Sophie Hilgard,US,140,2020,5
A5068465397,Alexander Boltz,US,45,2022,55
A5078654083,Angie Zhang,US,104,2021,55
A5100659937,Min Kyung Lee,US,219,2016,55
A5102889351,Anqing Chen,US,47,2022,55
A5008519762,Benjamin Knörlein,US,119,2009,53
A5043933405,Matthias Harders,AT,135,2006,53
A5008962443,Joost X. Maier,US,171,2009,53
A5049539014,Uta Noppeney,NL,2153,2003,53
A5005310080,Andrew J. Doxon,US,72,2013,53
A5011019907,Justin C. Clark,US,39,2018,53
A5018596092,Jean‐Paul Noel,US,738,2014,53
A5041094757,Majed Samad,US,39,2018,53
A5113660697,Sean Keller,US,51,2016,53
A5026280184,Ryan Canales,US,63,2019,53
A5018828867,Andrew E. Welchman,GB,763,2008,53
A5031124926,Hiroshi Ban,JP,354,2012,53
A5056108178,Hua-Chun Sun,DE,82,2014,53
A5044395803,Dorita H. F. Chang,HK,58,2013,53
A5084479945,Arash Mahnan,US,31,2019,53
A5005542430,Katherine Stovel,US,1335,1996,12
A5012564810,Jason Portenoy,CA,140,2017,6
A5046879461,Jevin D. West,US,2067,2008,6
A5045003458,Volha Murashka,US,29,2020,30
A5057365719,Jiaying Liu,US,289,2015,30
A5001130163,Mine Saraç,TR,56,2013,53
A5032290858,Tae Myung Huh,US,17,2022,53
A5035849938,Hojung Choi,US,17,2022,53
A5046683404,Mark R. Cutkosky,US,489,1997,53
A5067958710,Allison M. Okamura,US,421,1997,53
A5063790438,Peter Holland,GB,328,2017,53
A5006267610,Alessandro Farnè,FR,407,2007,53
A5023183404,Charles Spence,GB,3335,2001,53
A5050020236,Andrea Serino,CH,1381,2007,53
A5085035611,Nathan Van der Stoep,NL,118,2014,53
A5018356165,Tim Wulf,DE,184,2018,1
A5036356370,Nicholas L. Matthews,US,28,2019,1
A5011771969,Giacomo Vaccario,CH,59,2018,10
A5057650206,Frank Schweitzer,CH,6191,1988,10
A5021335359,Keniel Yao,US,20,2021,33
A5078410925,Joe Nudell,US,20,2021,33
A5000756061,Ben Grunwald,US,13,2022,33
A5022481882,John Rappaport,US,13,2022,33
A5064118152,Eva Froehlich,DE,30,2011,53
A5006942960,Ninja K. Horr,DE,60,2014,53
A5004015961,Kristina Shiroma,US,68,2020,55
A5022993444,Kate Rich,US,12,2022,55
A5045843576,Tara Zimmerman,US,12,2022,55
A5058219030,Bo Xie,US,171,2015,55
A5070270738,Kenneth R. Fleischmann,US,401,2007,55
A5087645277,Nitin Verma,US,84,2017,55
A5102933639,Le Zhou,US,12,2022,55
A5102987323,Katja M. Mayer,DE,88,2011,53
A5018235085,Bjarke Felbo,US,61,2015,23
A5020152678,Abhimanyu Dubey,IN,737,2016,3
A5020734965,Judy Hanwen Shen,US,119,2018,23
A5050551131,Blakeley H. Payne,US,41,2018,23
A5012545447,Fuat Balcı,CA,304,2010,0
A5034610085,Argiro Vatakis,GR,1107,2005,53
A5047449859,Ángel Correa,ES,138,2004,53
A5042133506,Karin M. Bausenhart,DE,391,2006,53
A5087971127,Rolf Ulrich,DE,469,1991,53
A5063498810,Han Zhang,HK,171,2019,17
A5016033912,Hope Schroeder,Unknown,11,2022,5
A5021291458,Dava Newman,US,11,2022,5
A5008351293,Corrado Caudek,IT,531,1997,53
A5058705054,Fulvio Domini,US,531,1997,53
A5062490981,Benjamin T. Backus,US,26,2010,53
A5023298828,Nicola Bellotto,GB,18,2015,53
A5037895834,Paolo Gallina,IT,153,2015,53
A5075240197,Karyn Riddle,US,49,2011,1
A5040287174,Alexander Peysakhovich,US,1824,2013,5
A5026828646,Safdar Nawaz Khan Marwat,PK,19,2012,10
A5081270457,Carmelita Göerg,DE,19,2012,10
A5029638799,Alessandro Gasparetto,IT,121,2018,53
A5039268440,Stefano Seriani,IT,124,2018,53
A5075963224,Lorenzo Scalera,IT,121,2018,53
A5083963466,Maria Wimber,GB,292,2015,53
A5037686857,Roberta D. Roberts,GB,14,2020,53
A5061996710,Aldrin R. Loomes,GB,14,2020,53
A5105349764,Harriet A. Allen,GB,36,2011,53
A5046867690,Alexander Muryy,GB,59,2013,53
A5048566788,Roland W. Fleming,DE,493,2003,53
A5059872880,Amita Gajewar,US,13,2020,57
A5087471530,Allison Koenecke,US,13,2020,57
A5029519806,Judy Watts,US,13,2020,1
A5045305053,Hannah M. Wing,US,13,2020,1
A5010468111,Iñigo López-Gazpio,ES,1923,2016,8
A5038581447,Mona Diab,US,5910,1999,8
A5047151336,Eneko Agirre,ES,4867,1995,8
A5053217291,Lucia Specia,GB,2288,2009,8
A5073726152,Daniel Cer,US,4251,2003,8
A5080796123,Aitor Gonzalez‐Agirre,ES,1763,2012,8
A5010924288,Brendan Nyhan,US,3060,2011,17
A5049220804,Jacob Montgomery,US,793,2017,17
A5072335258,Michelle Torres,US,668,2018,17
A5003296734,Carmen Banea,US,760,2011,8
A5073264941,Germán Rigau,ES,968,1995,8
A5082450455,Rada Mihalcea,US,1475,2010,8
A5103355620,Janyce Wiebe,US,1347,1996,8
A5037475402,Jason Reifler,GB,2359,2014,17
A5027726191,Dina Maciel,PT,416,2015,58
A5051731622,Helena Tomás,PT,490,2015,58
A5055489694,Xiangyang Shi,CN,416,2015,58
A5059677224,João Rodrigues,PT,490,2015,58
A5100766751,Yulin Li,CN,430,2012,58
A5027639981,Weiwei Guo,CN,769,2009,8
A5001994692,Esin Durmus,US,543,2018,12
A5100775952,He He,JP,968,2012,12
A5004629670,Muhammad Abdul-Mageed,CA,1086,2011,30
A5009027177,Sandra Kübler,US,971,2007,8
A5045620226,Abigail Z. Jacobs,US,352,2011,33
A5046348432,Hanna Wallach,Unknown,6129,2008,33
A5011368152,Aidan Combs,US,207,2019,5
A5013262618,D. Sunshine Hillygus,US,240,2018,5
A5023775697,Brian Guay,US,327,2019,5
A5023997241,Christopher A. Bail,US,246,2018,5
A5056559023,Alexander Volfovsky,US,253,2013,5
A5061483794,Emily Maloney,US,187,2019,5
A5077079991,Friedolin Merhout,DK,246,2018,5
A5016352550,Lucas Graves,US,415,2016,17
A5041539298,Hao Lin,CN,441,2015,59
A5051695999,Wei Su,CN,150,2019,59
A5062628676,Hui Ding,CN,413,2018,59
A5073409235,Zhao‐Yue Zhang,CN,274,2019,59
A5100344463,Wei Chen,CN,425,2015,59
A5102313397,Hong-Yan Lai,CN,150,2019,59
A5109597801,Zhendong Su,CH,150,2019,59
A5100372670,Jin Woo Kim,KR,208,2019,17
A5011000771,Peter John Loewen,CA,753,2010,17
A5017746503,Eric Merkley,CA,167,2020,17
A5091686632,John M. Carey,US,212,2016,17
A5043691149,Jina Ryu,US,74,2022,30
A5058954591,João Sedoc,US,514,2017,30
A5065901574,Pritika Parmar,US,74,2022,30
A5071334062,Smisha Agarwal,US,114,2021,30
A5086097810,Shivani Pandya,US,114,2021,30
A5000679279,Duncan J. Watts,US,20567,2000,33
A5024312485,Emily Thorson,US,166,2010,17
A5054707908,David Rothschild,GB,2240,1952,33
A5086827245,Ceren Budak,US,896,2010,33
A5030822548,Mohammed Korayem,US,295,2011,14
A5055973075,Steven R. Wilson,GB,1399,1988,60
A5056033374,Geoff Leatham,US,196,1998,60
A5057984557,Carlos G. Alemán,US,222,1998,60
A5025728076,Hao Lv,CN,139,2018,59
A5101757183,Hui Yang,CN,230,2012,59
A5070885025,Yuhe R. Yang,CN,124,2020,59
A5100391492,Dong Wang,CN,124,2020,59
A5017128365,Gretchen Helmke,US,137,2006,17
A5074203382,Susan C. Stokes,US,133,2014,17
A5085284222,Mitchell S. Sanders,US,137,2006,17
A5075033889,Heng Ji,CN,593,2010,8
A5100348668,Hao Li,CN,116,2010,8
A5012554861,Anneke Buffone,US,476,2016,30
A5014700126,Barry Slaff,US,127,2018,30
A5078126526,Sven Buechel,DE,144,2018,30
A5046118655,Maria Kustikova,US,102,2019,8
A5082462234,Reno Kriz,US,135,2018,8
A5031292616,Elizabeth A. Hintz,US,184,2019,60
A5052376000,Patrice M. Buzzanell,US,252,2007,60
A5064543023,Kai Kuang,CN,202,2017,60
A5022597090,Annie Y. Chen,US,50,2022,17
A5072703507,Christo Wilson,MX,1963,2013,17
A5073774344,Ronald E. Robertson,US,781,2014,17
A5089434641,Graham Tierney,US,20,2023,5
A5109872130,Linda L. Putnam,US,155,1990,60
A5053947754,Paolo Rosso,ES,2932,2007,24
A5109466332,Yassine Benajiba,US,531,2007,24
A5064637448,Hans Noel,US,148,2011,17
A5078390032,Marine Carpuat,US,366,2010,61
A5032048031,Sandi W. Smith,US,124,2010,2
A5091271513,Sardar Hamidian,US,165,2015,8
A5004241916,Christopher Skovron,US,496,2014,17
A5038879126,Rocío Titiunik,US,990,2012,17
A5000961977,Ayoub Bouguettaya,GB,59,2020,61
A5007699920,Isak Ladegaard,HK,76,2020,61
A5027742316,John Gardner,AU,433,2020,61
A5030527783,Adrian Carter,AU,594,2013,61
A5051282783,Silke Meyer,AU,59,2020,61
A5059408912,Oulmann Zerhouni,FR,59,2020,61
A5068189292,Kerry O’Brien,AU,287,2012,61
A5068875314,Dermot Lynott,IE,236,2012,61
A5081568028,Benjamin Lyons,US,350,2018,17
A5088407829,Dominique Lockett,US,54,2020,17
A5034478505,Zachary O’Keeffe,US,53,2020,17
A5056583184,Giovanni Luca Ciampaglia,US,2284,2010,14
A5077658835,Shun Yamaya,US,30,2022,14
A5089504371,Saumya Bhadani,US,30,2022,14
A5080916245,Ethan Porter,US,507,2018,17
A5101722286,Thomas Wood,US,374,2018,17
A5002316432,Mrinmaya Sachan,CH,386,2013,8
A5016724158,Zhijing Jin,CH,231,2020,8
A5021523670,Spencer Poff,IL,38,2022,8
A5036322362,Zhiheng Lyu,US,15,2023,8
A5044005697,Bernhard Schölkopf,DE,7407,1998,9
A5100752423,Jiarui Liu,CN,15,2023,8
A5059946729,Philip Resnik,US,1055,1999,8
A5109907453,Mari Broman Olsen,US,128,1999,8
A5075197295,Min‐Sun Kim,US,159,1994,60
A5009005848,Bryan B. Whaley,US,89,1988,60
A5066685076,TERESA K. ELY,US,89,1988,60
A5068300336,Brant R. Burleson,US,812,1988,60
A5070355726,Elizabeth M. Goering,US,89,1988,60
A5088896426,Michael S. Waltman,US,150,1988,60
A5008257790,Lori Levin,US,293,2003,8
A5019297976,Vinodkumar Prabhakaran,US,665,2009,8
A5021314411,Owen Rambow,US,814,1995,8
A5052956256,Teruko Mitamura,US,862,1991,8
A5029074038,Pradeep Dasigi,US,206,2012,8
A5070121808,Amjad Abu-Jbara,US,290,2012,8
A5081787254,Dragomir Radev,US,2705,1995,8
A5066189343,Jennifer Sue Owlett,US,64,2014,60
A5086189297,Kristi Wilkum,US,94,2011,60
A5087876427,Skye M. Chernichky,US,94,2011,60
A5033040700,Nancy Clarke,US,44,2019,8
A5034176890,Adel Youssef,US,44,2019,8
A5037331940,Denis Peskov,US,78,2019,8
A5041808110,Brigi Fodor,US,44,2019,8
A5079587633,Jason Krone,US,75,2019,8
A5100388333,Yi Zhang,CN,340,2004,8
A5101848358,Tianlin Liu,CN,74,2019,30
A5008695053,Ala Al‐Fuqaha,QA,1505,2017,8
A5025305363,Muhammad Huzaifa Bashir,PK,22,2022,8
A5037574053,Junaid Qadir,QA,1816,2016,8
A5047390057,Wajdi Zaghouani,QA,415,2014,8
A5059302775,Aqil M. Azmi,SA,22,2022,8
A5060080598,Haq Nawaz,CN,22,2022,8
A5006895620,Dennis P. DeBeck,US,11,2023,60
A5029656020,Timothy Betts,US,97,2021,60
A5051311987,Josephine K. Boumis,US,253,2019,60
A5073237528,Mohamed Al-Badrashiny,US,59,2014,8
A5077304103,Heba Elfardy,US,139,2012,8
A5103532563,Ben King,US,72,2013,8
A5028459743,Jan Van den Bulck,US,425,2009,60
A5038882105,Elizabeth Dorrance Hall,US,82,2015,60
A5056173029,Kathleen Custers,BE,442,2009,60
A5082872358,Elisabeth Timmermans,NL,108,2016,60
A5088045488,Jenna McNallie,DE,125,2016,60
A5002602581,Hanan Aldarmaki,DK,38,2019,8
A5087364769,Saket Karve,US,37,2019,30
A5037438800,Damilola Omitaomu,Unknown,20,2022,30
A5058664952,Shabnam Tafreshi,US,58,2018,30
A5079039372,Johannes C. Eichstaedt,US,3873,2013,30
A5100706822,Tingting Liu,CN,76,2022,30
A5012873860,Scott J. Robson,CA,54,2008,60
A5050110483,Jordan Soliz,US,54,2008,60
A5110272957,James Olumide Olufowote,US,54,2008,60
A5111862709,Adrianne D. Kunkel,US,54,2008,60
A5101655847,Meina Liu,HK,174,2006,60
A5059848519,Shelley MacDermid Wadsworth,US,135,2011,60
A5065019171,Kathy M. Broniarczyk,US,43,2011,60
A5028450425,Garima Lalwani,US,30,2019,8
A5101949155,Peng Zhang,CN,157,2008,26
A5112464510,Arshit Gupta,HK,136,2019,8
A5000527050,Isabella Loaiza,US,24,2021,3
A5049009656,Samuel Heroy,US,24,2021,3
A5101898978,Neave O’Clery,GB,264,2019,3
A5017002069,Minglin Liu,CN,16,2022,59
A5038676203,Kangkang Wei,CN,16,2022,59
A5061133695,Weiqi Luo,CN,43,2018,59
A5024066633,Annett Heft,DE,15,2022,62
A5084458456,Kilian Buehling,DE,15,2022,62
A5004859694,Adrianne Kunkel,US,511,1994,60
A5014593783,Dalila Tabessi,US,51,2006,8
A5025999439,Ann Bies,US,134,2006,8
A5053026044,Mohamed Maamouri,TN,75,2006,8
A5062893665,Tim Buckwalter,US,63,2006,8
A5084517393,Nizar Habash,AE,623,2005,8
A5037985811,Christopher Hidey,US,203,2017,12
A5044176566,Or Levi,Unknown,27,2019,35
A5073231714,David A. Broniatowski,US,2066,2014,35
A5102885467,Pedram Hosseini,US,40,2019,35
A5031284201,Nicolò Cavalli,IT,14,2022,5
A5036032919,Douglas Guilbeault,US,633,2017,2
A5063325475,Natalie M. Gallagher,US,25,2019,34
A5068435349,Yan Leng,US,89,2016,26
A5108365460,Imed Zitouni,US,590,2010,14
A5086173474,Daniel Preoţiuc-Pietro,DK,2934,2013,30
A5000355552,Michael T. Compton,US,134,2016,8
A5035622491,Glen Coppersmith,US,3245,2010,35
A5060057841,Efsun Sarioglu Kayi,GB,40,2017,8
A5072614864,Luca Pauselli,US,134,2016,8
A5055398131,Peng Ding,CN,25,2018,5
A5023506004,Evan Morgan,GB,23,2019,17
A5001257783,Su Lin Blodgett,Unknown,1321,2016,33
A5019928111,Hal Daumé,US,2749,2010,33
A5074825066,Solon Barocas,GB,1511,2010,33
A5011974509,Marjan Ghazvininejad,DK,2344,2017,8
A5014126815,Paco Guzman,IL,20,2020,8
A5067919401,Luke Zettlemoyer,HK,19162,2005,8
A5068811427,Graham Neubig,US,2012,2016,8
A5110252779,Chunting Zhou,US,454,2017,8
A5112542984,Jiatao Gu,GB,1899,2016,8
A5041159779,Alexandra Balahur,BE,83,2018,30
A5056398585,Valentin Barrière,CL,18,2021,30
A5081335221,Orphée De Clercq,BE,95,2018,30
A5014647140,Aaron Clauset,US,19701,2004,33
A5048132210,Samuel F. Way,US,332,2015,33
A5072263832,Johan Ugander,US,1858,2011,12
A5018339380,Patricia E. Gettings,US,61,2014,60
A5034607533,Sajal Choudhary,DE,22,2017,30
A5066418567,Prerna Srivastava,Unknown,22,2017,30
A5051917159,Sawsan Alqahtani,SS,19,2019,8
A5084192031,Ajay Mishra,GB,19,2019,8
A5001987532,Mohit Bansal,US,671,2008,8
A5013096489,Peter Hase,DK,184,2020,8
A5030468199,Aslı Çelikyılmaz,US,988,2017,8
A5088004913,Srinivasan Iyer,IN,209,2013,8
A5091317839,Veselin Stoyanov,US,2917,2004,8
A5100607986,Xian Li,SG,15,2021,8
A5011588754,Nicholas LaBerge,US,11,2022,33
A5048181040,K. Hunter Wapman,US,11,2022,33
A5054519023,Allison C. Morgan,US,169,2017,33
A5055446394,Sam Zhang,US,65,2022,33
A5052872938,Hairong Feng,US,27,2007,60
A5057081817,Hye‐Ryeon Lee,US,220,2004,60
A5076110269,John Oetzel,NZ,84,2007,60
A5081089674,Lefki Anastasiou,Unknown,26,2009,60
A5100382756,Min‐Sun Kim,TW,57,2004,60
A5080785201,Yehonathan Nachmany,Unknown,18,2019,30
A5069309757,Mingnan Liu,CN,146,2015,4
A5081003257,Benjamin Valentino,GB,17,2016,17
A5000640743,Samantha Eddy,US,17,2020,61
A5026417874,Juliet B. Schor,US,134,1987,61
A5077883526,Mehmet Cansoy,US,34,2018,61
A5058475919,Milford B. Green,CA,74,2002,63
A5067902287,Sean O’Hagan,CA,102,2002,63
A5011834068,Deborah A. Cai,US,77,1998,60
A5043311616,Gregory M. Werner,US,34,1999,8
A5021275543,Kenona H. Southwell,US,77,2011,60
A5046496918,David Topp,US,31,2015,60
A5050374890,Michele Spoont,US,113,2009,60
A5002291618,Aous Mansouri,US,22,2007,8
A5017464054,Martha Palmer,SI,1818,1994,64
A5056239978,Christiane Fellbaum,US,306,2006,8
A5109477714,Sabri Elkateb,GB,22,2007,8
A5110824521,Musa Alkhalifa,ES,22,2007,8
A5082953212,Cosma Rohilla Shalizi,US,7139,2005,33
A5026461299,Linyong Nan,US,13,2020,8
A5058129004,Bohan Qu,CN,13,2020,8
A5109565051,Kathleen McKeown,US,4961,1993,12
A5043408615,Qiongwen Zhang,US,14,2012,58
A5085452065,Xin Wei,FR,14,2012,58
A5087248644,Lili Shang,CN,14,2012,58
A5090177139,Qinghua Ying,CN,14,2012,58
A5100337066,Jing Li,Unknown,14,2012,58
A5100444043,Lijuan Zhang,CN,14,2012,58
A5103581550,Mingming Zhang,CN,488,2012,58
A5105122540,Xuanyue Mao,CN,488,2012,58
A5018277917,J.D. DeFreese,US,13,2015,60
A5061851070,Felicia Roberts,US,13,2015,60
A5078024435,K. Andrew R. Richards,US,255,2014,37
A5005143928,Rebekah Pastor,US,13,2015,60
A5023546057,Arfath Pasha,US,11,2016,8
A5060898802,Wael Salloum,US,11,2016,8
A5060938475,Ramy Eskander,US,23,2013,8
A5088322521,Ben P. Cecil,CA,17,2007,63
A5050583907,John Sides,US,1850,2003,5
A5061244688,Mahmoud Ghoneim,EG,12,2013,8
A5012353027,Murray D. Rice,US,87,2008,63
A5112455282,Donald Lyons,IE,74,2009,63
A5024276156,Jill Inderstrodt‐Stephens,US,11,2018,60
A5038519060,Daniel M. Kamal,US,11,2018,60
A5057760462,Linda Hughes-Kirchubel,US,11,2018,60
A5025138176,Carma L. Bylund,US,67,2006,42
A5053778607,Javette Hayes,US,14,2006,60
A5065507959,Jessica J. Rack,US,254,2006,60
A5087443143,Andrew P. Herman,Unknown,14,2006,60
A5006672000,Heiko Rauhut,CH,1200,2009,10
A5061160911,Dirk Helbing,CH,7784,2000,10
A5070109368,Jan Lorenz,DE,1892,2008,10
A5055271621,Dougľas R. White,US,1132,2000,12
A5057002364,Didier Sornette,CN,4950,1994,10
A5066582682,Giorgio Fagiolo,IT,2111,2007,10
A5113823052,Fernando Vega‐Redondo,IT,1414,2002,10
A5037022569,Frank E. Walter,DE,543,2006,10
A5060046382,Stefano Battiston,CH,3435,2004,10
A5053083261,Gerald Kerth,DE,509,2001,10
A5065534219,Nicolas Perony,CH,686,2011,10
A5029882049,Scott A. Hale,GB,1374,2002,16
A5046126345,David Jurgens,US,1851,2004,8
A5056709899,Timo Hartman,DE,192,2019,8
A5058284930,Fabian Flöck,DE,678,2011,34
A5088658365,David Ifeoluwa Adelani,CA,192,2019,8
A5100371700,Zijian Wang,CN,192,2019,8
A5033989239,Arie Croitoru,US,1056,2005,10
A5049314735,Andrew Crooks,US,1816,2009,10
A5052809986,Peggy Agouris,US,356,2000,10
A5058029787,Ron Mahabir,GB,225,2018,10
A5070909466,Anthony Stefanidis,US,1648,2000,10
A5033831688,Alberto Acerbi,IT,1250,2007,11
A5072330860,Hugo Mercier,FR,759,2015,11
A5112865513,Sacha Altay,CH,767,2019,11
A5012407920,Joseph Stubbersfield,GB,349,2012,11
A5081285827,H. Haken,DE,248,1997,10
A5027819738,Peter D. Turney,US,7961,2003,8
A5033684482,Saif M. Mohammad,CA,3331,2007,8
A5049216983,Keith J. Holyoak,US,1772,1979,0
A5026278054,Daniele Vannella,IT,248,2013,8
A5026648049,Roberto Navigli,IT,1612,2006,8
A5038078162,Antonios Garas,CH,795,2008,10
A5067236162,Emre Sarigöl,US,233,2012,10
A5082884831,Ingo Scholtes,DE,751,2012,10
A5088776221,René Pfitzner,CH,238,2014,10
A5091017313,Mohammad Taher Pilehvar,GB,1284,2013,8
A5015467662,Claude Roux,AU,918,2004,65
A5039129530,Olivier Ribaux,CH,1369,1999,65
A5041898843,Eric Lock,CH,284,2009,65
A5067103124,Pierre Margot,CH,755,1999,65
A5072435082,Olivier Delémont,CH,432,2009,65
A5082353608,Christian Zingg,CH,249,2009,65
A5089020488,Amélie Baylon,CH,273,2009,65
A5010908695,Philip Garnett,GB,204,2012,11
A5018037817,R. Alexander Bentley,US,1182,2004,11
A5047344016,Vasileios Lampos,GB,1224,2013,11
A5039841997,Bruno Gonçalves,IT,7000,2008,14
A5077179813,Libby Hemphill,US,862,2012,55
A5025361608,Luke Breitfeller,US,111,2019,8
A5090594863,Emily P. Ahn,US,111,2019,8
A5080235124,Marcin Skowron,AT,290,2010,10
A5042049771,Christopher Costello,US,1323,2003,18
A5044448103,Michaela Clemence,US,104,2016,18
A5053964476,Steven D. Gaines,US,1498,2003,18
A5076235905,Matthew G. Burgess,US,420,2015,18
A5081209856,Grant R. McDermott,NO,159,2016,18
A5036651204,Roger A. Pielke,US,129,1997,18
A5049570488,Justin Ritchie,CA,95,2020,18
A5082033256,John Shapland,US,95,2020,18
A5007100156,Haji Mohammad Saleem,CA,283,2014,8
A5011964869,Hardik Vala,CA,93,2021,8
A5013034703,Caitrin Armstrong,US,108,2021,8
A5041513167,Derek Ruths,CA,436,2014,8
A5048848652,Jad Sassine,US,93,2021,8
A5073833749,Edward Newell,CA,124,2016,8
A5019394008,Jackson Sargent,US,93,2019,6
A5029283880,Taylor Denby,US,93,2019,6
A5039784085,Jane Im,US,138,2018,6
A5056057774,Paige Lighthammer,US,93,2019,6
A5060129312,Ankit Bhargava,US,93,2019,6
A5001319317,Yanbang Wang,US,159,2019,12
A5100455219,Pan Li,US,177,2020,12
A5100615324,Hongwei Wang,CN,838,2006,12
A5014394213,Xuechunzi Bai,US,251,2018,29
A5080791781,Susan T. Fiske,US,24607,1975,29
A5101722692,Miguel R. Ramos,GB,132,2020,61
A5021657086,Gandalf Nicolás,US,200,2017,29
A5063730953,Krist Vaesen,NL,61,2021,11
A5080210949,Olivier Morin,FR,141,2018,11
A5084707282,Pierre O. Jacquet,FR,105,2012,11
A5052080923,Xiuhua Ye,CN,56,2021,66
A5053592535,Zexin Li,CN,56,2021,66
A5089998951,Yanru Jiang,CN,56,2021,66
A5101958665,Li Xie,CN,56,2021,66
A5014876896,Leonardo Neves,BR,52,2022,8
A5016839661,Yozen Liu,US,84,2019,8
A5049055745,Jiaxin Pei,CN,78,2020,8
A5052759783,Maarten W. Bos,US,913,2010,8
A5100761450,Vítor Silva,PT,41,2022,8
A5102984496,Francesco Barbieri,US,89,2018,8
A5004638913,Udo Erdmann,DE,222,2000,10
A5038826362,W. Ebeling,DE,235,2000,10
A5090047753,L. Schimansky-Geier,DE,190,2000,10
A5036322121,Janusz A. Hołyst,PL,1076,2000,10
A5051692685,Krzysztof Kacperski,PL,244,2000,10
A5019269914,Tillmann Wagner,DE,120,2008,67
A5070544413,Pelin Bicen,US,413,2008,67
A5082964692,Zachary R. Hall,US,120,2008,67
A5038610735,Michael König,NL,241,2010,10
A5085703070,Mauro Napoletano,IT,1004,2007,10
A5045361309,Stephen Ingram,CA,175,2010,6
A5075221940,Jonathan Stray,US,92,2014,6
A5079916657,Tamara Munzner,CA,1369,2003,6
A5104038125,Matthew Brehmer,US,991,2013,6
A5000017075,Pavlin Mavrodiev,CH,922,2012,10
A5102024337,William H.A. Johnson,US,97,2012,67
A5054916490,Olivier Morin,FR,81,2016,11
A5027659421,Stefano Ghirlanda,SE,1644,1998,11
A5088882770,Magnus Enquist,SE,2001,1998,11
A5103053954,Raquel Álvarez-Urdiola,ES,72,2015,10
A5021631026,Daniele Casati,CH,69,2017,10
A5109840817,Harold Herzog,US,67,2014,11
A5034484072,Sreedhar Madhavaram,US,893,2006,67
A5079887059,Shelby D. Hunt,US,853,2006,67
A5057117497,Sherry Jueyu Wu,US,77,2018,33
A5053599373,Charlotte Olivia Brand,GB,193,2019,11
A5090760686,James McCorriston,CA,61,2021,8
A5003904836,Manon Berriche,FR,326,2019,11
A5065908408,Yunyu Liu,US,63,2021,12
A5100620216,Li Pan,CN,89,2021,12
A5103949075,Yen‐Yu Chang,JP,46,2021,12
A5028149208,Begonya García-Zapirain,ES,64,2021,68
A5034208573,Georgina Curto,US,33,2022,68
A5059834569,Flávio Comim,ES,33,2022,68
A5080108832,Mario Jojoa,ES,64,2021,68
A5008178092,Margaret Hegwood,US,40,2022,18
A5072646992,Ryan E. Langendorf,US,26,2022,18
A5100347295,C. Shu,CN,16,2023,8
A5100741900,Sagar Kumar,US,16,2023,8
A5101505324,Minje Choi,US,57,2020,24
A5021527359,Steven J. Davis,US,237,2021,18
A5022362463,Harry D. Saunders,US,14,2023,18
A5028843362,Pete Smith,GB,620,2013,18
A5079366194,Bojana Bajželj,SE,14,2023,18
A5092507251,Erin M. Costigliolo,US,14,2023,18
A5041492681,Alejandro Jaimes,Unknown,594,2011,24
A5108099462,Michael D. König,CH,63,2011,10
A5036831318,Arvid Kappas,CN,3656,1988,10
A5071698655,Dennis Küster,DE,156,2013,10
A5062380101,Simon Schweighofer,CN,101,2015,10
A5080369483,Uwe Serdült,JP,235,2012,10
A5082912418,Adiya Abisheva,CH,190,2014,10
